ANP,URL,Worker Resposes,,,,STDev/Img,STDev/ANP,Mean/Img,Mean/ANP
natural_beauty,http://farm4.static.flickr.com/3838/14318157867_74f43f8f5e.jpg,1,1,0,,0.577350269,,0.666666667,
natural_beauty,http://farm4.static.flickr.com/3938/15672086876_91b8e05fb5.jpg,1,1,1,,0,,1,
natural_beauty,http://farm8.static.flickr.com/7506/15859079072_3cb8dd0f0f.jpg,1,0,1,,0.577350269,0.440958552,0.666666667,0.777777778
natural_birth,http://farm6.static.flickr.com/5322/9595102575_6b0a258f99.jpg,1,1,1,,0,,1,
natural_birth,http://farm9.static.flickr.com/8425/7558646910_57c7ed7164.jpg,0,1,1,,0.577350269,,0.666666667,
natural_birth,http://farm9.static.flickr.com/8498/8336279584_75c5b1e0dc.jpg,1,0,1,,0.577350269,0.440958552,0.666666667,0.777777778
natural_bridge,http://farm3.static.flickr.com/2940/14784297071_f062d8750f.jpg,1,1,0,,0.577350269,,0.666666667,
natural_bridge,http://farm4.static.flickr.com/3733/10549310186_83e917dae2.jpg,1,1,0,,0.577350269,,0.666666667,
natural_bridge,http://farm8.static.flickr.com/7011/13723677223_a3636e031d.jpg,1,1,1,,0,0.440958552,1,0.777777778
natural_building,http://farm4.static.flickr.com/3734/9232920498_9e11d263d6.jpg,2,1,0,,1,,1,
natural_building,http://farm6.static.flickr.com/5098/5587965580_c2bf32fa5f.jpg,0,0,0,,0,,0,
natural_building,http://farm6.static.flickr.com/5134/5487275481_0ca50e5e7f.jpg,0,0,0,,0,0.707106781,0,0.333333333
natural_child,http://farm4.static.flickr.com/3851/15146609921_22ce3232ea.jpg,1,0,0,,0.577350269,,0.333333333,
natural_child,http://farm5.static.flickr.com/4151/5058782699_a9c96ffcd1.jpg,1,0,0,,0.577350269,,0.333333333,
natural_child,http://farm8.static.flickr.com/7296/13485504833_de6b81497d.jpg,0,1,1,,0.577350269,0.527046277,0.666666667,0.444444444
natural_disaster,http://farm8.static.flickr.com/7422/11949807735_0b7116be62.jpg,1,1,1,,0,,1,
natural_disaster,http://farm9.static.flickr.com/8139/8911846029_45ef9f6fd8.jpg,1,0,-1,,1,,0,
natural_disaster,http://farm9.static.flickr.com/8464/8145156154_89f1b907e5.jpg,-1,0,0,,0.577350269,0.833333333,-0.333333333,0.222222222
natural_doll,http://farm4.static.flickr.com/3670/10658956153_c5f015d90e.jpg,0,1,0,,0.577350269,,0.333333333,
natural_doll,http://farm6.static.flickr.com/5604/15518521406_3f549bf74b.jpg,-1,0,0,,0.577350269,,-0.333333333,
natural_doll,http://farm8.static.flickr.com/7359/12242579743_597a724112.jpg,1,1,0,,0.577350269,0.666666667,0.666666667,0.222222222
natural_elements,http://farm6.static.flickr.com/5057/5468606959_ae55e97733.jpg,1,2,0,,1,,1,
natural_elements,http://farm6.static.flickr.com/5582/15007794659_7db135749b.jpg,1,2,1,,0.577350269,,1.333333333,
natural_elements,http://farm7.static.flickr.com/6181/6123322183_f5e4d8c462.jpg,1,1,0,,0.577350269,0.707106781,0.666666667,1
natural_environment,http://farm4.static.flickr.com/3376/3477313074_d01dea54aa.jpg,1,1,1,,0,,1,
natural_environment,http://farm9.static.flickr.com/8025/7128120219_f853e1f62d.jpg,1,1,0,,0.577350269,,0.666666667,
natural_environment,http://farm9.static.flickr.com/8425/7720936776_c4acee445b.jpg,1,1,0,,0.577350269,0.440958552,0.666666667,0.777777778
natural_excellence,http://farm3.static.flickr.com/2081/1958951774_f356d6602d.jpg,0,0,0,,0,,0,
natural_excellence,http://farm3.static.flickr.com/2139/2179580778_31b36faee7.jpg,1,2,0,,1,,1,
natural_excellence,http://farm4.static.flickr.com/3103/2854267529_7c04d966e1.jpg,2,0,0,,1.154700538,0.881917104,0.666666667,0.555555556
natural_fibers,http://farm3.static.flickr.com/2851/9528885560_2f5ff31400.jpg,0,1,0,,0.577350269,,0.333333333,
natural_fibers,http://farm4.static.flickr.com/3913/15057449517_4fb6a0cec2.jpg,1,1,0,,0.577350269,,0.666666667,
natural_fibers,http://farm9.static.flickr.com/8003/7101602503_fa2ab5d4cd.jpg,1,2,1,,0.577350269,0.666666667,1.333333333,0.777777778
natural_food,http://farm5.static.flickr.com/4142/4862725589_9eb7be300c.jpg,2,0,1,,1,,1,
natural_food,http://farm8.static.flickr.com/7475/15910486049_ccae9e15c0.jpg,1,0,1,,0.577350269,,0.666666667,
natural_food,http://farm9.static.flickr.com/8444/7842391008_a518f8e4b6.jpg,0,0,1,,0.577350269,0.707106781,0.333333333,0.666666667
natural_formations,http://farm4.static.flickr.com/3188/5835353798_fb6927ba44.jpg,0,2,1,,1,,1,
natural_formations,http://farm4.static.flickr.com/3611/3380380333_f039dc89cd.jpg,0,0,0,,0,,0,
natural_formations,http://farm4.static.flickr.com/3944/15419543828_cf3d31e512.jpg,2,-1,-1,,1.732050808,1.118033989,0,0.333333333
natural_forms,http://farm1.static.flickr.com/172/452640740_b488eb5545.jpg,0,0,1,,0.577350269,,0.333333333,
natural_forms,http://farm4.static.flickr.com/3252/3101362732_306bf84547.jpg,0,-1,0,,0.577350269,,-0.333333333,
natural_forms,http://farm5.static.flickr.com/4033/4625261494_aee0905e34.jpg,2,2,1,,0.577350269,1.013793755,1.666666667,0.555555556
natural_frame,http://farm4.static.flickr.com/3164/2600684276_44ba176df2.jpg,1,0,1,,0.577350269,,0.666666667,
natural_frame,http://farm5.static.flickr.com/4040/4290744518_26dd1301e8.jpg,2,1,1,,0.577350269,,1.333333333,
natural_frame,http://farm8.static.flickr.com/7099/7217246336_1f1b64d00b.jpg,1,2,0,,1,0.707106781,1,1
natural_garden,http://farm2.static.flickr.com/1310/1463824553_992daeba23.jpg,1,1,0,,0.577350269,,0.666666667,
natural_garden,http://farm4.static.flickr.com/3911/15249027801_ce2f02b6c4.jpg,1,1,1,,0,,1,
natural_garden,http://farm5.static.flickr.com/4065/4528222860_e8d21949cd.jpg,1,2,0,,1,0.600925213,1,0.888888889
natural_gas,http://farm7.static.flickr.com/6180/6186905178_c9a00e6330.jpg,0,2,0,,1.154700538,,0.666666667,
natural_gas,http://farm8.static.flickr.com/7198/7039637867_3c2a953f77.jpg,-1,-1,0,,0.577350269,,-0.666666667,
natural_gas,http://farm8.static.flickr.com/7263/7047837545_c21fde0598.jpg,0,0,0,,0,0.866025404,0,0
natural_habitat,http://farm5.static.flickr.com/4075/4779956424_579a11e818.jpg,1,1,2,,0.577350269,,1.333333333,
natural_habitat,http://farm9.static.flickr.com/8021/7524060090_fc2ccb5084.jpg,-1,0,0,,0.577350269,,-0.333333333,
natural_habitat,http://farm9.static.flickr.com/8095/8424754490_65a1d367b1.jpg,0,-1,,,0.707106781,1.035098339,-0.5,0.166666667
natural_hair,http://farm8.static.flickr.com/7046/8689737362_85668b1d78.jpg,0,1,0,,0.577350269,,0.333333333,
natural_hair,http://farm8.static.flickr.com/7496/16114084706_7c54ec7376.jpg,1,1,0,,0.577350269,,0.666666667,
natural_hair,http://farm9.static.flickr.com/8381/8481456539_4a754d7ac9.jpg,1,2,1,,0.577350269,0.666666667,1.333333333,0.777777778
natural_illumination,http://farm3.static.flickr.com/2779/4487962741_297182770d.jpg,1,2,1,,0.577350269,,1.333333333,
natural_illumination,http://farm4.static.flickr.com/3279/3803978027_43098766c6.jpg,0,1,2,,1,,1,
natural_illumination,http://farm4.static.flickr.com/3819/14119569498_1b1a773ecb.jpg,0,0,,,0,0.83452296,0,0.777777778
natural_jewelry,http://farm4.static.flickr.com/3047/2948840215_788822e297.jpg,1,0,2,,1,,1,
natural_jewelry,http://farm4.static.flickr.com/3941/15523060476_2748e68f4b.jpg,1,0,1,,0.577350269,,0.666666667,
natural_jewelry,http://farm7.static.flickr.com/6079/6104365750_6cc4c21bc0.jpg,0,1,0,,0.577350269,0.707106781,0.333333333,0.666666667
natural_kids,http://farm3.static.flickr.com/2399/2246581486_b4d064e6ef.jpg,1,0,0,,0.577350269,,0.333333333,
natural_kids,http://farm4.static.flickr.com/3083/2670469424_8790cbbc0a.jpg,0,1,0,,0.577350269,,0.333333333,
natural_kids,http://farm4.static.flickr.com/3155/2605466089_11d6db1e10.jpg,0,1,1,,0.577350269,0.527046277,0.666666667,0.444444444
natural_landmark,http://farm6.static.flickr.com/5299/5520926239_00f52eb27b.jpg,0,1,0,,0.577350269,,0.333333333,
natural_landmark,http://farm8.static.flickr.com/7085/7160289183_36d99b7d61.jpg,0,2,2,,1.154700538,,1.333333333,
natural_landmark,http://farm8.static.flickr.com/7165/6532787431_4211802eff.jpg,2,0,1,,1,0.927960727,1,0.888888889
natural_landscape,http://farm3.static.flickr.com/2735/4161572210_a714388b8b.jpg,1,0,0,,0.577350269,,0.333333333,
natural_landscape,http://farm4.static.flickr.com/3868/15245984225_675f730dda.jpg,0,1,1,,0.577350269,,0.666666667,
natural_landscape,http://farm8.static.flickr.com/7337/13348107733_024f5388b7.jpg,0,0,-1,,0.577350269,0.666666667,-0.333333333,0.222222222
natural_life,http://farm3.static.flickr.com/2502/5750124845_587dacdaff.jpg,0,0,1,,0.577350269,,0.333333333,
natural_life,http://farm4.static.flickr.com/3274/2617761082_c63c3e610a.jpg,0,1,1,,0.577350269,,0.666666667,
natural_life,http://farm9.static.flickr.com/8392/8589854726_e5590566ec.jpg,2,1,0,,1,0.707106781,1,0.666666667
natural_light,http://farm8.static.flickr.com/7361/16388907217_ee29a4ed05.jpg,1,1,1,,0,,1,
natural_light,http://farm8.static.flickr.com/7611/16230219043_47f5a008af.jpg,1,0,1,,0.577350269,,0.666666667,
natural_light,http://farm8.static.flickr.com/7625/16753711376_843ae69fdd.jpg,0,1,1,,0.577350269,0.440958552,0.666666667,0.777777778
natural_lighting,http://farm8.static.flickr.com/7288/9307944355_b634440d76.jpg,0,2,2,,1.154700538,,1.333333333,
natural_lighting,http://farm8.static.flickr.com/7353/12445681373_ceb91e1111.jpg,1,1,1,,0,,1,
natural_lighting,http://farm8.static.flickr.com/7369/14005926090_78c92f899e.jpg,0,2,1,,1,0.78173596,1,1.111111111
natural_makeup,http://farm3.static.flickr.com/2924/14179780966_4f45286ca6.jpg,1,1,0,,0.577350269,,0.666666667,
natural_makeup,http://farm8.static.flickr.com/7363/9301588948_f7d8b87b52.jpg,1,0,1,,0.577350269,,0.666666667,
natural_makeup,http://farm9.static.flickr.com/8003/7625823270_f6b0f8c7a7.jpg,2,-1,1,,1.527525232,0.866025404,0.666666667,0.666666667
natural_medicine,http://farm5.static.flickr.com/4093/4901022655_4633449102.jpg,1,1,1,,0,,1,
natural_medicine,http://farm7.static.flickr.com/6106/6345174435_864abc8008.jpg,1,0,0,,0.577350269,,0.333333333,
natural_medicine,http://farm9.static.flickr.com/8439/7832870218_8c5dedc36f.jpg,-1,-1,1,,1.154700538,0.866025404,-0.333333333,0.333333333
natural_monument,http://farm4.static.flickr.com/3719/9692251064_5387a8e349.jpg,0,0,1,,0.577350269,,0.333333333,
natural_monument,http://farm4.static.flickr.com/3882/14588505480_dfe7bc5e8b.jpg,1,0,2,,1,,1,
natural_monument,http://farm9.static.flickr.com/8092/8531276380_20dbbeb477.jpg,0,0,0,,0,0.726483157,0,0.444444444
natural_nails,http://farm4.static.flickr.com/3612/3380127934_c983e98ac5.jpg,0,0,1,,0.577350269,,0.333333333,
natural_nails,http://farm5.static.flickr.com/4151/5097890876_9b3b1f18d8.jpg,0,0,2,,1.154700538,,0.666666667,
natural_nails,http://farm6.static.flickr.com/5226/5640667023_7cf23316e0.jpg,0,0,0,,0,0.707106781,0,0.333333333
natural_park,http://farm6.static.flickr.com/5517/9849367384_b383f528a6.jpg,,0,0,,0,,0,
natural_park,http://farm8.static.flickr.com/7062/6942177223_3352895cb1.jpg,0,0,0,,0,,0,
natural_park,http://farm9.static.flickr.com/8197/8234893465_9788e8be55.jpg,2,1,0,,1,0.744023809,1,0.333333333
natural_pattern,http://farm3.static.flickr.com/2863/9654043199_f1909bbb68.jpg,0,0,1,,0.577350269,,0.333333333,
natural_pattern,http://farm4.static.flickr.com/3825/10588192415_58da4dddb5.jpg,0,1,1,,0.577350269,,0.666666667,
natural_pattern,http://farm9.static.flickr.com/8451/8069228274_455591a700.jpg,0,0,1,,0.577350269,0.527046277,0.333333333,0.444444444
natural_perfume,http://farm5.static.flickr.com/4058/4632004368_c920991093.jpg,2,0,1,,1,,1,
natural_perfume,http://farm8.static.flickr.com/7023/6636819625_517c3fc521.jpg,1,2,1,,0.577350269,,1.333333333,
natural_perfume,http://farm9.static.flickr.com/8422/7802732942_98a0e368cc.jpg,1,2,0,,1,0.78173596,1,1.111111111
natural_phenomena,http://farm4.static.flickr.com/3160/2384852885_eebf5ff1f1.jpg,0,0,0,,0,,0,
natural_phenomena,http://farm8.static.flickr.com/7241/7343171056_bf2f90c632.jpg,1,-1,,,1.414213562,,0,
natural_phenomena,http://farm9.static.flickr.com/8199/8229970121_18fa0dfbf3.jpg,0,0,0,,0,0.534522484,0,0
natural_phenomenon,http://farm4.static.flickr.com/3683/11624407296_89b7d45e24.jpg,1,0,0,,0.577350269,,0.333333333,
natural_phenomenon,http://farm7.static.flickr.com/6026/5980599800_462a25ce7d.jpg,1,1,1,,0,,1,
natural_phenomenon,http://farm9.static.flickr.com/8187/8095549779_ed2baf1e8b.jpg,1,1,0,,0.577350269,0.5,0.666666667,0.666666667
natural_play,http://farm4.static.flickr.com/3548/3832807309_052f7108a6.jpg,1,1,1,,0,,1,
natural_play,http://farm6.static.flickr.com/5344/7067273913_d5c193038c.jpg,1,2,1,,0.577350269,,1.333333333,
natural_play,http://farm6.static.flickr.com/5531/9330710074_4b08bd5646.jpg,1,2,,,0.707106781,0.46291005,1.5,1.277777778
natural_pool,http://farm1.static.flickr.com/45/177040829_5d653d42fa.jpg,2,0,1,,1,,1,
natural_pool,http://farm4.static.flickr.com/3401/3437051981_6c603aae5c.jpg,1,1,2,,0.577350269,,1.333333333,
natural_pool,http://farm9.static.flickr.com/8522/8619406631_ff02f8c1ae.jpg,0,0,0,,0,0.833333333,0,0.777777778
natural_portrait,http://farm5.static.flickr.com/4079/4900512663_6e150fedb2.jpg,2,1,1,,0.577350269,,1.333333333,
natural_portrait,http://farm6.static.flickr.com/5597/15245089899_62499a2e15.jpg,1,0,0,,0.577350269,,0.333333333,
natural_portrait,http://farm8.static.flickr.com/7441/12252282345_b64625a15f.jpg,1,1,0,,0.577350269,0.666666667,0.666666667,0.777777778
natural_products,http://farm3.static.flickr.com/2482/5818185895_1038fc6c42.jpg,0,0,1,,0.577350269,,0.333333333,
natural_products,http://farm7.static.flickr.com/6167/6167406069_4938e13ab4.jpg,1,1,0,,0.577350269,,0.666666667,
natural_products,http://farm8.static.flickr.com/7037/6972820291_b89a5c75ab.jpg,2,1,1,,0.577350269,0.666666667,1.333333333,0.777777778
natural_reserve,http://farm4.static.flickr.com/3272/3104103681_9eff5f4df0.jpg,1,0,1,,0.577350269,,0.666666667,
natural_reserve,http://farm5.static.flickr.com/4105/5413890287_d837c5ff49.jpg,2,1,1,,0.577350269,,1.333333333,
natural_reserve,http://farm7.static.flickr.com/6111/6308465272_0999d19130.jpg,1,1,0,,0.577350269,0.600925213,0.666666667,0.888888889
natural_resources,http://farm4.static.flickr.com/3498/5707994127_55f94299b7.jpg,0,0,1,,0.577350269,,0.333333333,
natural_resources,http://farm7.static.flickr.com/6178/6197988429_3e83de5281.jpg,0,0,0,,0,,0,
natural_resources,http://farm8.static.flickr.com/7043/7139242269_d06734d594.jpg,0,0,0,,0,0.333333333,0,0.111111111
natural_scenery,http://farm3.static.flickr.com/2811/11933658345_d101cb8e77.jpg,1,1,0,,0.577350269,,0.666666667,
natural_scenery,http://farm6.static.flickr.com/5449/8774401875_954760e737.jpg,0,1,1,,0.577350269,,0.666666667,
natural_scenery,http://farm8.static.flickr.com/7545/16136417832_c6e23c8e50.jpg,1,-1,1,,1.154700538,0.726483157,0.333333333,0.555555556
natural_science,http://farm3.static.flickr.com/2366/1941527444_ab69da6620.jpg,1,0,0,,0.577350269,,0.333333333,
natural_science,http://farm4.static.flickr.com/3139/2669258539_085c7ca28f.jpg,2,0,0,,1.154700538,,0.666666667,
natural_science,http://farm8.static.flickr.com/7141/6792667811_9309ec5c77.jpg,1,1,0,,0.577350269,0.726483157,0.666666667,0.555555556
natural_selection,http://farm3.static.flickr.com/2506/3931306194_3e4d0bf8e9.jpg,1,-1,1,,1.154700538,,0.333333333,
natural_selection,http://farm5.static.flickr.com/4122/4736159549_0f10da57b0.jpg,1,0,0,,0.577350269,,0.333333333,
natural_selection,http://farm6.static.flickr.com/5567/14667883709_ee05f0dc72.jpg,-1,0,0,,0.577350269,0.78173596,-0.333333333,0.111111111
natural_soap,http://farm3.static.flickr.com/2434/3822715334_3ba7b8485f.jpg,0,0,1,,0.577350269,,0.333333333,
natural_soap,http://farm4.static.flickr.com/3316/3328847214_71033fa5be.jpg,2,0,0,,1.154700538,,0.666666667,
natural_soap,http://farm8.static.flickr.com/7156/6539752279_2748b39f6d.jpg,1,0,0,,0.577350269,0.726483157,0.333333333,0.444444444
natural_springs,http://farm6.static.flickr.com/5573/15136498328_e78d77002e.jpg,0,1,1,,0.577350269,,0.666666667,
natural_springs,http://farm8.static.flickr.com/7295/11679252544_f00974020a.jpg,0,0,0,,0,,0,
natural_springs,http://farm9.static.flickr.com/8035/8001325588_1dd0e97637.jpg,2,,0,,1.414213562,0.755928946,1,0.555555556
natural_stone,http://farm7.static.flickr.com/6085/6052702952_82d5d2aeda.jpg,1,0,1,,0.577350269,,0.666666667,
natural_stone,http://farm9.static.flickr.com/8456/7998216911_afe1d30355.jpg,-1,0,-2,,1,,-1,
natural_stone,http://farm9.static.flickr.com/8471/8416125626_89398de09c.jpg,0,2,0,,1.154700538,1.166666667,0.666666667,0.111111111
natural_texture,http://farm3.static.flickr.com/2609/4092199163_3875f4fcbe.jpg,0,0,0,,0,,0,
natural_texture,http://farm7.static.flickr.com/6180/6164400634_3c0e00b581.jpg,0,0,0,,0,,0,
natural_texture,http://farm8.static.flickr.com/7006/6679831831_e8387851b8.jpg,0,0,0,,0,0,0,0
natural_toys,http://farm4.static.flickr.com/3328/3641692561_4b2a4171e4.jpg,1,1,1,,0,,1,
natural_toys,http://farm4.static.flickr.com/3617/3368427586_d8e14837ec.jpg,1,1,1,,0,,1,
natural_toys,http://farm7.static.flickr.com/6156/6166327584_0ff482617a.jpg,0,1,-1,,1,0.707106781,0,0.666666667
natural_tunnel,http://farm1.static.flickr.com/88/236349865_2b2b1b402d.jpg,1,0,0,,0.577350269,,0.333333333,
natural_tunnel,http://farm2.static.flickr.com/1300/679721002_3a7fa25e6f.jpg,2,0,0,,1.154700538,,0.666666667,
natural_tunnel,http://farm4.static.flickr.com/3030/3078914566_87c421681b.jpg,0,0,2,,1.154700538,0.881917104,0.666666667,0.555555556
natural_wonder,http://farm6.static.flickr.com/5215/5384087374_c4a0c068b7.jpg,0,1,0,,0.577350269,,0.333333333,
natural_wonder,http://farm6.static.flickr.com/5299/5549353568_623df9846a.jpg,0,1,1,,0.577350269,,0.666666667,
natural_wonder,http://farm8.static.flickr.com/7538/16303583672_86d9e91521.jpg,1,1,1,,0,0.5,1,0.666666667
natural_wood,http://farm4.static.flickr.com/3430/3963489832_d0bfea27bf.jpg,0,0,1,,0.577350269,,0.333333333,
natural_wood,http://farm7.static.flickr.com/6232/6330543984_9cc6e1260f.jpg,0,0,1,,0.577350269,,0.333333333,
natural_wood,http://farm9.static.flickr.com/8515/8518244759_d2bc8ec610.jpg,0,0,0,,0,0.440958552,0,0.222222222
natural_world,http://farm4.static.flickr.com/3707/11210140734_19439556fa.jpg,1,0,0,,0.577350269,,0.333333333,
natural_world,http://farm4.static.flickr.com/3897/14721492450_0c44deb5b1.jpg,,0,0,,0,,0,
natural_world,http://farm6.static.flickr.com/5602/14982505664_12a5589f26.jpg,0,0,1,,0.577350269,0.46291005,0.333333333,0.222222222
naughty_boy,http://farm4.static.flickr.com/3560/3617782464_e074b855b0.jpg,-1,0,0,,0.577350269,,-0.333333333,
naughty_boy,http://farm8.static.flickr.com/7302/11466873934_45ae69e4a1.jpg,2,0,1,,1,,1,
naughty_boy,http://farm9.static.flickr.com/8014/7409563358_7f88dcdee0.jpg,1,1,1,,0,0.881917104,1,0.555555556
near_home,http://farm2.static.flickr.com/1204/5131743299_3a11c08aa0.jpg,1,1,1,,0,,1,
near_home,http://farm3.static.flickr.com/2348/2238267129_98c5ed4431.jpg,0,0,1,,0.577350269,,0.333333333,
near_home,http://farm6.static.flickr.com/5522/10366936073_d546d905bf.jpg,0,1,1,,0.577350269,0.5,0.666666667,0.666666667
near_space,http://farm5.static.flickr.com/4094/4933765157_f1307d7f3d.jpg,0,0,0,,0,,0,
near_space,http://farm6.static.flickr.com/5294/5445628848_7f193d98f4.jpg,0,0,1,,0.577350269,,0.333333333,
near_space,http://farm7.static.flickr.com/6027/5970278947_a92750dd2c.jpg,0,0,0,,0,0.333333333,0,0.111111111
negative_approach,http://farm1.static.flickr.com/213/521674030_64c7fc08d0.jpg,1,1,-1,,1.154700538,,0.333333333,
negative_approach,http://farm5.static.flickr.com/4059/4719495450_738fc45ab3.jpg,1,0,1,,0.577350269,,0.666666667,
negative_approach,http://farm9.static.flickr.com/8450/7972357182_87a3f2ddc9.jpg,1,-1,1,,1.154700538,0.881917104,0.333333333,0.444444444
nervous_system,http://farm6.static.flickr.com/5085/5210135513_129eb4c97d.jpg,1,0,1,,0.577350269,,0.666666667,
nervous_system,http://farm9.static.flickr.com/8182/7974218134_eacf333102.jpg,0,0,0,,0,,0,
nervous_system,http://farm9.static.flickr.com/8449/7953193216_c4098b3542.jpg,0,0,0,,0,0.440958552,0,0.222222222
neutral_density,http://farm8.static.flickr.com/7456/10220126454_93b4b261ff.jpg,1,1,0,,0.577350269,,0.666666667,
neutral_density,http://farm9.static.flickr.com/8138/8747210339_b051436027.jpg,0,0,1,,0.577350269,,0.333333333,
neutral_density,http://farm9.static.flickr.com/8667/15559835394_2ca6c85ff5.jpg,1,1,1,,0,0.5,1,0.666666667
newborn_baby,http://farm6.static.flickr.com/5226/5866315762_5e1c3bf76a.jpg,0,2,1,,1,,1,
newborn_baby,http://farm8.static.flickr.com/7017/6672444315_60a8235afc.jpg,2,1,0,,1,,1,
newborn_baby,http://farm8.static.flickr.com/7507/15780371321_5c56f87c77.jpg,1,1,1,,0,0.707106781,1,1
newborn_girl,http://farm3.static.flickr.com/2906/13758552563_4e1b0d5417.jpg,2,1,2,,0.577350269,,1.666666667,
newborn_girl,http://farm8.static.flickr.com/7203/6987896689_52609e3e81.jpg,2,1,1,,0.577350269,,1.333333333,
newborn_girl,http://farm9.static.flickr.com/8620/16236640836_3c9b6c00a4.jpg,2,2,1,,0.577350269,0.527046277,1.666666667,1.555555556
next_adventure,http://farm4.static.flickr.com/3831/14317151784_6d85454bc5.jpg,2,1,1,,0.577350269,,1.333333333,
next_adventure,http://farm6.static.flickr.com/5125/5331667428_f30327e849.jpg,0,1,1,,0.577350269,,0.666666667,
next_adventure,http://farm9.static.flickr.com/8505/8500446231_8c60f360b1.jpg,1,2,2,,0.577350269,0.666666667,1.666666667,1.222222222
next_generation,http://farm6.static.flickr.com/5572/14756627156_8f8ddb1768.jpg,1,1,2,,0.577350269,,1.333333333,
next_generation,http://farm6.static.flickr.com/5601/15581260231_cac2d259e6.jpg,1,1,0,,0.577350269,,0.666666667,
next_generation,http://farm8.static.flickr.com/7033/6784662049_b835e00ef8.jpg,1,2,0,,1,0.707106781,1,1
next_year,http://farm3.static.flickr.com/2771/4123375929_1d747a5623.jpg,0,0,2,,1.154700538,,0.666666667,
next_year,http://farm4.static.flickr.com/3374/3552352473_6bdfdf8a34.jpg,1,0,0,,0.577350269,,0.333333333,
next_year,http://farm5.static.flickr.com/4092/4979724969_d8b6ecd52f.jpg,-2,1,,,2.121320344,1.164964745,-0.5,0.166666667
nice_capture,http://farm2.static.flickr.com/1119/1035772415_64ec85536e.jpg,0,1,0,,0.577350269,,0.333333333,
nice_capture,http://farm3.static.flickr.com/2054/2248549381_1e3226bac5.jpg,0,1,1,,0.577350269,,0.666666667,
nice_capture,http://farm3.static.flickr.com/2508/3684366024_07c7520408.jpg,0,0,0,,0,0.5,0,0.333333333
nice_car,http://farm1.static.flickr.com/135/345455429_635d03a51d.jpg,2,1,1,,0.577350269,,1.333333333,
nice_car,http://farm3.static.flickr.com/2011/2243912360_c6c7f1bbcc.jpg,1,0,2,,1,,1,
nice_car,http://farm8.static.flickr.com/7564/15712745768_73a4916812.jpg,0,0,1,,0.577350269,0.78173596,0.333333333,0.888888889
nice_cream,http://farm1.static.flickr.com/62/185112394_343ddd4e1a.jpg,1,1,1,,0,,1,
nice_cream,http://farm3.static.flickr.com/2103/2253894827_d469c9cf4a.jpg,1,1,1,,0,,1,
nice_cream,http://farm4.static.flickr.com/3930/15347287338_2a156bb41b.jpg,1,2,2,,0.577350269,0.440958552,1.666666667,1.222222222
nice_day,http://farm8.static.flickr.com/7466/16075366300_ff638ed9b4.jpg,1,0,1,,0.577350269,,0.666666667,
nice_day,http://farm8.static.flickr.com/7595/16645742768_801fecd241.jpg,0,1,1,,0.577350269,,0.666666667,
nice_day,http://farm9.static.flickr.com/8680/15307788563_6307b5306b.jpg,2,1,2,,0.577350269,0.707106781,1.666666667,1
nice_face,http://farm3.static.flickr.com/2335/2369123375_c426a575da.jpg,0,1,1,,0.577350269,,0.666666667,
nice_face,http://farm4.static.flickr.com/3556/3796366914_61eb32154a.jpg,1,1,0,,0.577350269,,0.666666667,
nice_face,http://farm4.static.flickr.com/3865/14811319907_7087d55aa5.jpg,0,1,0,,0.577350269,0.527046277,0.333333333,0.555555556
nice_girl,http://farm3.static.flickr.com/2127/1917960527_8126ff5635.jpg,0,2,1,,1,,1,
nice_girl,http://farm4.static.flickr.com/3009/2768301234_98e5b452d6.jpg,0,0,1,,0.577350269,,0.333333333,
nice_girl,http://farm7.static.flickr.com/6139/6042428113_0700436d70.jpg,1,2,2,,0.577350269,0.866025404,1.666666667,1
nice_guy,http://farm3.static.flickr.com/2069/2088875543_d362d79f4f.jpg,1,0,1,,0.577350269,,0.666666667,
nice_guy,http://farm3.static.flickr.com/2522/4161151239_bc16995b77.jpg,1,1,1,,0,,1,
nice_guy,http://farm4.static.flickr.com/3206/2839354744_8006e872f9.jpg,1,2,1,,0.577350269,0.5,1.333333333,1
nice_house,http://farm1.static.flickr.com/151/431549187_485a44e264.jpg,0,0,1,,0.577350269,,0.333333333,
nice_house,http://farm1.static.flickr.com/73/182071070_cda5a1467e.jpg,,-1,0,,0.707106781,,-0.5,
nice_house,http://farm4.static.flickr.com/3872/15003251868_b094209651.jpg,1,0,0,,0.577350269,0.640869944,0.333333333,0.055555555
nice_legs,http://farm3.static.flickr.com/2701/4188812284_23b3055a6c.jpg,0,1,-1,,1,,0,
nice_legs,http://farm3.static.flickr.com/2942/15229111867_2331eecf25.jpg,1,1,1,,0,,1,
nice_legs,http://farm4.static.flickr.com/3943/15051504964_fa8c40b81b.jpg,0,1,0,,0.577350269,0.726483157,0.333333333,0.444444444
nice_light,http://farm1.static.flickr.com/23/96331116_33fc46d2ee.jpg,0,1,1,,0.577350269,,0.666666667,
nice_light,http://farm3.static.flickr.com/2703/4039331150_2ce664bcde.jpg,0,0,2,,1.154700538,,0.666666667,
nice_light,http://farm3.static.flickr.com/2939/14295300403_d3f965ac91.jpg,-1,1,-1,,1.154700538,1,-0.333333333,0.333333334
nice_people,http://farm2.static.flickr.com/1258/1233337854_0c8dec49ed.jpg,1,1,0,,0.577350269,,0.666666667,
nice_people,http://farm4.static.flickr.com/3504/3980633827_897e411e58.jpg,1,1,1,,0,,1,
